IGenbank ID,Gene,Gene_category,Subcategory1,Subcategory2,Organism,Lineage,#TH-->JM,#NTH-->JM,#TI-->JM,#NTI-->JM
387131624,fepA_iron,Metal Homeostasis,Iron,Transport,Prevotella intermedia 17,superkingdom:Bacteria;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Prevotellaceae;genus:Prevotella;species:Prevotella intermedia;,1929,,,658
336399489,fepA_iron,Metal Homeostasis,Iron,Transport,Prevotella multisaccharivorax DSM 17128,superkingdom:Bacteria;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Prevotellaceae;genus:Prevotella;species:Prevotella multisaccharivorax;,,2560,,807
336397918,fepA_iron,Metal Homeostasis,Iron,Transport,Prevotella multisaccharivorax DSM 17128,superkingdom:Bacteria;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Prevotellaceae;genus:Prevotella;species:Prevotella multisaccharivorax;,,831,,
340351150,fepA_iron,Metal Homeostasis,Iron,Transport,Prevotella nigrescens ATCC 33563,superkingdom:Bacteria;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Prevotellaceae;genus:Prevotella;species:Prevotella nigrescens;,,208,,
323344032,fepA_iron,Metal Homeostasis,Iron,Transport,Prevotella oralis ATCC 33269,superkingdom:Bacteria;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Prevotellaceae;genus:Prevotella;species:Prevotella oralis;,493,265,,251
294473466,fepA_iron,Metal Homeostasis,Iron,Transport,Prevotella ruminicola 23,superkingdom:Bacteria;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Prevotellaceae;genus:Prevotella;species:Prevotella ruminicola;,1795,,,
294471880,fepA_iron,Metal Homeostasis,Iron,Transport,Prevotella ruminicola 23,superkingdom:Bacteria;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Prevotellaceae;genus:Prevotella;species:Prevotella ruminicola;,1151,281,733,2796
383810264,fepA_iron,Metal Homeostasis,Iron,Transport,Prevotella sp. oral taxon 306 str. F0472,superkingdom:Bacteria;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Prevotellaceae;genus:Prevotella;species:Prevotella sp. oral taxon 306;,,907,,
260635863,fepA_iron,Metal Homeostasis,Iron,Transport,Prevotella sp. oral taxon 472 str. F0295,superkingdom:Bacteria;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Prevotellaceae;genus:Prevotella;species:Prevotella sp. oral taxon 472;,,201,,982
390947644,fepA_iron,Metal Homeostasis,Iron,Transport,Alistipes finegoldii DSM 17242,superkingdom:Bacteria;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Rikenellaceae;genus:Alistipes;species:Alistipes finegoldii;,1062,874,371,2131
390946225,fepA_iron,Metal Homeostasis,Iron,Transport,Alistipes finegoldii DSM 17242,superkingdom:Bacteria;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Rikenellaceae;genus:Alistipes;species:Alistipes finegoldii;,,526,1647,537
255038393,fepA_iron,Metal Homeostasis,Iron,Transport,Dyadobacter fermentans DSM 18053,superkingdom:Bacteria;phylum:Bacteroidetes;class:Cytophagia;order:Cytophagales;family:Cytophagaceae;genus:Dyadobacter;species:Dyadobacter fermentans;,,947,623,253
387856240,fepA_iron,Metal Homeostasis,Iron,Transport,Emticicia oligotrophica DSM 17448,superkingdom:Bacteria;phylum:Bacteroidetes;class:Cytophagia;order:Cytophagales;family:Cytophagaceae;genus:Emticicia;species:Emticicia oligotrophica;,,,,276
384067269,fepA_iron,Metal Homeostasis,Iron,Transport,Fibrella aestuarina BUZ 2,superkingdom:Bacteria;phylum:Bacteroidetes;class:Cytophagia;order:Cytophagales;family:Cytophagaceae;genus:Fibrella;species:Fibrella aestuarina;,545,445,407,790
124004899,fepA_iron,Metal Homeostasis,Iron,Transport,Microscilla marina ATCC 23134,superkingdom:Bacteria;phylum:Bacteroidetes;class:Cytophagia;order:Cytophagales;family:Cytophagaceae;genus:Microscilla;species:Microscilla marina;,,738,,
123986134,fepA_iron,Metal Homeostasis,Iron,Transport,Microscilla marina ATCC 23134,superkingdom:Bacteria;phylum:Bacteroidetes;class:Cytophagia;order:Cytophagales;family:Cytophagaceae;genus:Microscilla;species:Microscilla marina;,,,,1025
284005665,fepA_iron,Metal Homeostasis,Iron,Transport,Spirosoma linguale DSM 74,superkingdom:Bacteria;phylum:Bacteroidetes;class:Cytophagia;order:Cytophagales;family:Cytophagaceae;genus:Spirosoma;species:Spirosoma linguale;,3103,5807,47614,28457
283817822,fepA_iron,Metal Homeostasis,Iron,Transport,Spirosoma linguale DSM 74,superkingdom:Bacteria;phylum:Bacteroidetes;class:Cytophagia;order:Cytophagales;family:Cytophagaceae;genus:Spirosoma;species:Spirosoma linguale;,904,448,524,434
283820654,fepA_iron,Metal Homeostasis,Iron,Transport,Spirosoma linguale DSM 74,superkingdom:Bacteria;phylum:Bacteroidetes;class:Cytophagia;order:Cytophagales;family:Cytophagaceae;genus:Spirosoma;species:Spirosoma linguale;,1618,10450,971,2252
390954033,fepA_iron,Metal Homeostasis,Iron,Transport,Aequorivita sublithincola DSM 14238,superkingdom:Bacteria;phylum:Bacteroidetes;class:Flavobacteriia;order:Flavobacteriales;family:Flavobacteriaceae;genus:Aequorivita;species:Aequorivita sublithincola;,744,,,
228276522,fepA_iron,Metal Homeostasis,Iron,Transport,Capnocytophaga gingivalis ATCC 33624,superkingdom:Bacteria;phylum:Bacteroidetes;class:Flavobacteriia;order:Flavobacteriales;family:Flavobacteriaceae;genus:Capnocytophaga;species:Capnocytophaga gingivalis;,,,372,
315224917,fepA_iron,Metal Homeostasis,Iron,Transport,Capnocytophaga ochracea F0287,superkingdom:Bacteria;phylum:Bacteroidetes;class:Flavobacteriia;order:Flavobacteriales;family:Flavobacteriaceae;genus:Capnocytophaga;species:Capnocytophaga ochracea;,,196,,
332881100,fepA_iron,Metal Homeostasis,Iron,Transport,Capnocytophaga sp. oral taxon 329 str. F0087,superkingdom:Bacteria;phylum:Bacteroidetes;class:Flavobacteriia;order:Flavobacteriales;family:Flavobacteriaceae;genus:Capnocytophaga;species:Capnocytophaga sp. oral taxon 329;,2120,896,1333,913
332685424,fepA_iron,Metal Homeostasis,Iron,Transport,Capnocytophaga sp. oral taxon 329 str. F0087,superkingdom:Bacteria;phylum:Bacteroidetes;class:Flavobacteriia;order:Flavobacteriales;family:Flavobacteriaceae;genus:Capnocytophaga;species:Capnocytophaga sp. oral taxon 329;,,539,,
163753597,fepA_iron,Metal Homeostasis,Iron,Transport,Kordia algicida OT-1,superkingdom:Bacteria;phylum:Bacteroidetes;class:Flavobacteriia;order:Flavobacteriales;family:Flavobacteriaceae;genus:Kordia;species:Kordia algicida;,,1132,,1757
371640393,fepA_iron,Metal Homeostasis,Iron,Transport,Myroides odoratimimus CIP 101113,superkingdom:Bacteria;phylum:Bacteroidetes;class:Flavobacteriia;order:Flavobacteriales;family:Flavobacteriaceae;genus:Myroides;species:Myroides odoratimimus;,,218,,
390522133,fepA_iron,Metal Homeostasis,Iron,Transport,Ornithobacterium rhinotracheale DSM 15997,superkingdom:Bacteria;phylum:Bacteroidetes;class:Flavobacteriia;order:Flavobacteriales;family:Flavobacteriaceae;genus:Ornithobacterium;species:Ornithobacterium rhinotracheale;,648,,,463
91183304,fepA_iron,Metal Homeostasis,Iron,Transport,Psychroflexus torquis ATCC 700755,superkingdom:Bacteria;phylum:Bacteroidetes;class:Flavobacteriia;order:Flavobacteriales;family:Flavobacteriaceae;genus:Psychroflexus;species:Psychroflexus torquis;,,886,,3776
88785171,fepA_iron,Metal Homeostasis,Iron,Transport,Robiginitalea biformata HTCC2501,superkingdom:Bacteria;phylum:Bacteroidetes;class:Flavobacteriia;order:Flavobacteriales;family:Flavobacteriaceae;genus:Robiginitalea;species:Robiginitalea biformata;,1546,,,
260061813,fepA_iron,Metal Homeostasis,Iron,Transport,Robiginitalea biformata HTCC2501,superkingdom:Bacteria;phylum:Bacteroidetes;class:Flavobacteriia;order:Flavobacteriales;family:Flavobacteriaceae;genus:Robiginitalea;species:Robiginitalea biformata;,,407,,2330
378576788,fepA_iron,Metal Homeostasis,Iron,Transport,Saprospira grandis str. Lewin,superkingdom:Bacteria;phylum:Bacteroidetes;class:Sphingobacteriia;order:Sphingobacteriales;family:Saprospiraceae;genus:Saprospira;species:Saprospira grandis;,,,1214,347
373958273,fepA_iron,Metal Homeostasis,Iron,Transport,Mucilaginibacter paludis DSM 18603,superkingdom:Bacteria;phylum:Bacteroidetes;class:Sphingobacteriia;order:Sphingobacteriales;family:Sphingobacteriaceae;genus:Mucilaginibacter;species:Mucilaginibacter paludis;,3103,150,,
149231446,fepA_iron,Metal Homeostasis,Iron,Transport,Pedobacter sp. BAL39,superkingdom:Bacteria;phylum:Bacteroidetes;class:Sphingobacteriia;order:Sphingobacteriales;family:Sphingobacteriaceae;genus:Pedobacter;,1268,583,794,1137
325104276,fepA_iron,Metal Homeostasis,Iron,Transport,Pedobacter saltans DSM 12145,superkingdom:Bacteria;phylum:Bacteroidetes;class:Sphingobacteriia;order:Sphingobacteriales;family:Sphingobacteriaceae;genus:Pedobacter;species:Pedobacter saltans;,553,1316,2632,1798
326801087,fepA_iron,Metal Homeostasis,Iron,Transport,Sphingobacterium sp. 21,superkingdom:Bacteria;phylum:Bacteroidetes;class:Sphingobacteriia;order:Sphingobacteriales;family:Sphingobacteriaceae;genus:Sphingobacterium;,3479,2043,1638,1056
227536891,fepA_iron,Metal Homeostasis,Iron,Transport,Sphingobacterium spiritivorum ATCC 33300,superkingdom:Bacteria;phylum:Bacteroidetes;class:Sphingobacteriia;order:Sphingobacteriales;family:Sphingobacteriaceae;genus:Sphingobacterium;species:Sphingobacterium spiritivorum;,416,629,1735,944
300773265,fepA_iron,Metal Homeostasis,Iron,Transport,Sphingobacterium spiritivorum ATCC 33861,superkingdom:Bacteria;phylum:Bacteroidetes;class:Sphingobacteriia;order:Sphingobacteriales;family:Sphingobacteriaceae;genus:Sphingobacterium;species:Sphingobacterium spiritivorum;,,206,,
268316648,fepA_iron,Metal Homeostasis,Iron,Transport,Rhodothermus marinus DSM 4252,superkingdom:Bacteria;phylum:Bacteroidetes;order:Bacteroidetes Order II. Incertae sedis;family:Rhodothermaceae;genus:Rhodothermus;species:Rhodothermus marinus;,,201,,
298371981,fepA_iron,Metal Homeostasis,Iron,Transport,Bacteroidetes oral taxon 274 str. F0058,superkingdom:Bacteria;phylum:Bacteroidetes;species:Bacteroidetes oral taxon 274;,,272,,
193215353,fepA_iron,Metal Homeostasis,Iron,Transport,Chloroherpeton thalassium ATCC 35110,superkingdom:Bacteria;phylum:Chlorobi;class:Chlorobia;order:Chlorobiales;family:Chlorobiaceae;genus:Chloroherpeton;species:Chloroherpeton thalassium;,961,1565,570,14284
193214720,fepA_iron,Metal Homeostasis,Iron,Transport,Chloroherpeton thalassium ATCC 35110,superkingdom:Bacteria;phylum:Chlorobi;class:Chlorobia;order:Chlorobiales;family:Chlorobiaceae;genus:Chloroherpeton;species:Chloroherpeton thalassium;,,531,,
316947174,fepA_iron,Metal Homeostasis,Iron,Transport,Desulfurispirillum indicum S5,superkingdom:Bacteria;phylum:Chrysiogenetes;class:Chrysiogenetes;order:Chrysiogenales;family:Chrysiogenaceae;genus:Desulfurispirillum;species:Desulfurispirillum indicum;,,1021,,968
35211459,fepA_iron,Metal Homeostasis,Iron,Transport,Gloeobacter violaceus PCC 7421,superkingdom:Bacteria;phylum:Cyanobacteria;class:Gloeobacteria;order:Gloeobacterales;genus:Gloeobacter;species:Gloeobacter violaceus;,,205,,295
337276077,fepA_iron,Metal Homeostasis,Iron,Transport,Acetonema longum DSM 6540,superkingdom:Bacteria;phylum:Firmicutes;class:Negativicutes;order:Selenomonadales;family:Veillonellaceae;genus:Acetonema;species:Acetonema longum;,,,,567
364559581,fepA_iron,Metal Homeostasis,Iron,Transport,Anaeroglobus geminatus F0357,superkingdom:Bacteria;phylum:Firmicutes;class:Negativicutes;order:Selenomonadales;family:Veillonellaceae;genus:Anaeroglobus;species:Anaeroglobus geminatus;,3046,1744,1591,12210
364566003,fepA_iron,Metal Homeostasis,Iron,Transport,Anaeroglobus geminatus F0357,superkingdom:Bacteria;phylum:Firmicutes;class:Negativicutes;order:Selenomonadales;family:Veillonellaceae;genus:Anaeroglobus;species:Anaeroglobus geminatus;,,2896,462,2127
333389500,fepA_iron,Metal Homeostasis,Iron,Transport,Centipeda periodontii DSM 2778,superkingdom:Bacteria;phylum:Firmicutes;class:Negativicutes;order:Selenomonadales;family:Veillonellaceae;genus:Centipeda;species:Centipeda periodontii;,1104,2826,1083,3296
333390850,fepA_iron,Metal Homeostasis,Iron,Transport,Centipeda periodontii DSM 2778,superkingdom:Bacteria;phylum:Firmicutes;class:Negativicutes;order:Selenomonadales;family:Veillonellaceae;genus:Centipeda;species:Centipeda periodontii;,3342,3214,4052,4369
334128275,fepA_iron,Metal Homeostasis,Iron,Transport,Centipeda periodontii DSM 2778,superkingdom:Bacteria;phylum:Firmicutes;class:Negativicutes;order:Selenomonadales;family:Veillonellaceae;genus:Centipeda;species:Centipeda periodontii;,805,844,1624,8155
333390773,fepA_iron,Metal Homeostasis,Iron,Transport,Centipeda periodontii DSM 2778,superkingdom:Bacteria;phylum:Firmicutes;class:Negativicutes;order:Selenomonadales;family:Veillonellaceae;genus:Centipeda;species:Centipeda periodontii;,,650,5443,1793
260404357,fepA_iron,Metal Homeostasis,Iron,Transport,Dialister invisus DSM 15470,superkingdom:Bacteria;phylum:Firmicutes;class:Negativicutes;order:Selenomonadales;family:Veillonellaceae;genus:Dialister;species:Dialister invisus;,1077,554,877,3294
342217816,fepA_iron,Metal Homeostasis,Iron,Transport,Megasphaera sp. UPII 135-E,superkingdom:Bacteria;phylum:Firmicutes;class:Negativicutes;order:Selenomonadales;family:Veillonellaceae;genus:Megasphaera;,,,2339,251
310621244,fepA_iron,Metal Homeostasis,Iron,Transport,Megasphaera micronuciformis F0359,superkingdom:Bacteria;phylum:Firmicutes;class:Negativicutes;order:Selenomonadales;family:Veillonellaceae;genus:Megasphaera;species:Megasphaera micronuciformis;,,472,,679
392525700,fepA_iron,Metal Homeostasis,Iron,Transport,Pelosinus fermentans JBW45,superkingdom:Bacteria;phylum:Firmicutes;class:Negativicutes;order:Selenomonadales;family:Veillonellaceae;genus:Pelosinus;species:Pelosinus fermentans;,2655,1760,2393,2539
392448442,fepA_iron,Metal Homeostasis,Iron,Transport,Pelosinus fermentans A11,superkingdom:Bacteria;phylum:Firmicutes;class:Negativicutes;order:Selenomonadales;family:Veillonellaceae;genus:Pelosinus;species:Pelosinus fermentans;,,205,,513
355374118,fepA_iron,Metal Homeostasis,Iron,Transport,Selenomonas infelix ATCC 43532,superkingdom:Bacteria;phylum:Firmicutes;class:Negativicutes;order:Selenomonadales;family:Veillonellaceae;genus:Selenomonas;species:Selenomonas infelix;,,1284,,706
357058280,fepA_iron,Metal Homeostasis,Iron,Transport,Selenomonas infelix ATCC 43532,superkingdom:Bacteria;phylum:Firmicutes;class:Negativicutes;order:Selenomonadales;family:Veillonellaceae;genus:Selenomonas;species:Selenomonas infelix;,,235,,
292669707,fepA_iron,Metal Homeostasis,Iron,Transport,Selenomonas noxia ATCC 43541,superkingdom:Bacteria;phylum:Firmicutes;class:Negativicutes;order:Selenomonadales;family:Veillonellaceae;genus:Selenomonas;species:Selenomonas noxia;,11934,4938,991,1576
260863752,fepA_iron,Metal Homeostasis,Iron,Transport,Selenomonas sputigena ATCC 35185,superkingdom:Bacteria;phylum:Firmicutes;class:Negativicutes;order:Selenomonadales;family:Veillonellaceae;genus:Selenomonas;species:Selenomonas sputigena;,698,222,,
260887435,fepA_iron,Metal Homeostasis,Iron,Transport,Selenomonas sputigena ATCC 35185,superkingdom:Bacteria;phylum:Firmicutes;class:Negativicutes;order:Selenomonadales;family:Veillonellaceae;genus:Selenomonas;species:Selenomonas sputigena;,,293,507,325
260862841,fepA_iron,Metal Homeostasis,Iron,Transport,Selenomonas sputigena ATCC 35185,superkingdom:Bacteria;phylum:Firmicutes;class:Negativicutes;order:Selenomonadales;family:Veillonellaceae;genus:Selenomonas;species:Selenomonas sputigena;,,164,,
149138794,fepA_iron,Metal Homeostasis,Iron,Transport,Lentisphaera araneosa HTCC2155,superkingdom:Bacteria;phylum:Lentisphaerae;class:Lentisphaeria;order:Lentisphaerales;family:Lentisphaeraceae;genus:Lentisphaera;species:Lentisphaera araneosa;,,221,,
302035926,fepA_iron,Metal Homeostasis,Iron,Transport,Candidatus Nitrospira defluvii,superkingdom:Bacteria;phylum:Nitrospirae;class:Nitrospira;order:Nitrospirales;family:Nitrospiraceae;genus:Nitrospira;,1448,391,,
302035925,fepA_iron,Metal Homeostasis,Iron,Transport,Candidatus Nitrospira defluvii,superkingdom:Bacteria;phylum:Nitrospirae;class:Nitrospira;order:Nitrospirales;family:Nitrospiraceae;genus:Nitrospira;,,997,,1201
315499766,fepA_iron,Metal Homeostasis,Iron,Transport,Asticcacaulis excentricus CB 48,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Caulobacterales;family:Caulobacteraceae;genus:Asticcacaulis;species:Asticcacaulis excentricus;,,222,,1347
167646471,fepA_iron,Metal Homeostasis,Iron,Transport,Caulobacter sp. K31,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Caulobacterales;family:Caulobacteraceae;genus:Caulobacter;,6422,7261,5871,4330
167644096,fepA_iron,Metal Homeostasis,Iron,Transport,Caulobacter sp. K31,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Caulobacterales;family:Caulobacteraceae;genus:Caulobacter;,1935,15952,2549,5160
295431601,fepA_iron,Metal Homeostasis,Iron,Transport,Caulobacter segnis ATCC 21756,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Caulobacterales;family:Caulobacteraceae;genus:Caulobacter;species:Caulobacter segnis;,2221,4137,2103,6106
295689245,fepA_iron,Metal Homeostasis,Iron,Transport,Caulobacter segnis ATCC 21756,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Caulobacterales;family:Caulobacteraceae;genus:Caulobacter;species:Caulobacter segnis;,13449,8966,3907,7987
295432456,fepA_iron,Metal Homeostasis,Iron,Transport,Caulobacter segnis ATCC 21756,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Caulobacterales;family:Caulobacteraceae;genus:Caulobacter;species:Caulobacter segnis;,,309,,2072
196478350,fepA_iron,Metal Homeostasis,Iron,Transport,Phenylobacterium zucineum HLK1,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Caulobacterales;family:Caulobacteraceae;genus:Phenylobacterium;species:Phenylobacterium zucineum;,548,2177,,790
304322212,fepA_iron,Metal Homeostasis,Iron,Transport,Parvularcula bermudensis HTCC2503,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Parvularculales;family:Parvularculaceae;genus:Parvularcula;species:Parvularcula bermudensis;,1492,2614,2218,1738
304321731,fepA_iron,Metal Homeostasis,Iron,Transport,Parvularcula bermudensis HTCC2503,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Parvularculales;family:Parvularculaceae;genus:Parvularcula;species:Parvularcula bermudensis;,542,474,,309
85715905,fepA_iron,Metal Homeostasis,Iron,Transport,Nitrobacter sp. Nb-311A,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Rhizobiales;family:Bradyrhizobiaceae;genus:Nitrobacter;,,550,,
151563293,fepA_iron,Metal Homeostasis,Iron,Transport,Ochrobactrum anthropi ATCC 49188,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Rhizobiales;family:Brucellaceae;genus:Ochrobactrum;species:Ochrobactrum anthropi;,739,2720,517,581
389693808,fepA_iron,Metal Homeostasis,Iron,Transport,Microvirga sp. WSM3557,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Rhizobiales;family:Methylobacteriaceae;genus:Microvirga;,838,265,,591
332716634,fepA_iron,Metal Homeostasis,Iron,Transport,Agrobacterium sp. H13-3,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Rhizobiales;family:Rhizobiaceae;genus:Agrobacterium;,984,3297,916,1106
159141083,fepA_iron,Metal Homeostasis,Iron,Transport,Agrobacterium tumefaciens str. C58,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Rhizobiales;family:Rhizobiaceae;genus:Agrobacterium;species:Agrobacterium fabrum;,,454,722,2911
338821456,fepA_iron,Metal Homeostasis,Iron,Transport,Agrobacterium tumefaciens F2,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Rhizobiales;family:Rhizobiaceae;genus:Agrobacterium;species:Agrobacterium tumefaciens;,,548,,569
114739707,fepA_iron,Metal Homeostasis,Iron,Transport,Hyphomonas neptunium ATCC 15444,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Rhodobacterales;family:Hyphomonadaceae;genus:Hyphomonas;species:Hyphomonas neptunium;,,825,,3200
159043123,fepA_iron,Metal Homeostasis,Iron,Transport,Dinoroseobacter shibae DFL 12,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Rhodobacterales;family:Rhodobacteraceae;genus:Dinoroseobacter;species:Dinoroseobacter shibae;,4335,,,
114762355,fepA_iron,Metal Homeostasis,Iron,Transport,Pelagibaca bermudensis HTCC2601,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Rhodobacterales;family:Rhodobacteraceae;genus:Pelagibaca;species:Pelagibaca bermudensis;,4037,1510,,412
365859157,fepA_iron,Metal Homeostasis,Iron,Transport,Acetobacteraceae bacterium AT-5844,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Rhodospirillales;family:Acetobacteraceae;,,218,1098,913
339018611,fepA_iron,Metal Homeostasis,Iron,Transport,Acetobacter tropicalis NBRC 101654,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Rhodospirillales;family:Acetobacteraceae;genus:Acetobacter;species:Acetobacter tropicalis;,,,503,
330990625,fepA_iron,Metal Homeostasis,Iron,Transport,Gluconacetobacter sp. SXCC-1,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Rhodospirillales;family:Acetobacteraceae;genus:Gluconacetobacter;,1478,549,1625,680
162147018,fepA_iron,Metal Homeostasis,Iron,Transport,Gluconacetobacter diazotrophicus PAl 5,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Rhodospirillales;family:Acetobacteraceae;genus:Gluconacetobacter;species:Gluconacetobacter diazotrophicus;,53104,35756,47210,71232
347578333,fepA_iron,Metal Homeostasis,Iron,Transport,Gluconacetobacter xylinus NBRC 3288,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Rhodospirillales;family:Acetobacteraceae;genus:Gluconacetobacter;species:Gluconacetobacter xylinus;,,,,304
392379684,fepA_iron,Metal Homeostasis,Iron,Transport,Azospirillum brasilense Sp245,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Rhodospirillales;family:Rhodospirillaceae;genus:Azospirillum;species:Azospirillum brasilense;,,,,361
288911965,fepA_iron,Metal Homeostasis,Iron,Transport,Azospirillum sp. B510,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Rhodospirillales;family:Rhodospirillaceae;genus:Azospirillum;species:Azospirillum lipoferum;,3097,20455,7016,6172
209963679,fepA_iron,Metal Homeostasis,Iron,Transport,Rhodospirillum centenum SW,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Rhodospirillales;family:Rhodospirillaceae;genus:Rhodospirillum;species:Rhodospirillum centenum;,2734,1404,4382,467
209966590,fepA_iron,Metal Homeostasis,Iron,Transport,Rhodospirillum centenum SW,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Rhodospirillales;family:Rhodospirillaceae;genus:Rhodospirillum;species:Rhodospirillum centenum;,53827,13389,10615,7614
389877929,fepA_iron,Metal Homeostasis,Iron,Transport,Tistrella mobilis KA081020-065,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Rhodospirillales;family:Rhodospirillaceae;genus:Tistrella;species:Tistrella mobilis;,,,,283
85373018,fepA_iron,Metal Homeostasis,Iron,Transport,Erythrobacter litoralis HTCC2594,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Sphingomonadales;family:Erythrobacteraceae;genus:Erythrobacter;species:Erythrobacter litoralis;,621,,,
333939157,fepA_iron,Metal Homeostasis,Iron,Transport,Novosphingobium sp. PP1Y,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Sphingomonadales;family:Sphingomonadaceae;genus:Novosphingobium;,,,,622
87135327,fepA_iron,Metal Homeostasis,Iron,Transport,Novosphingobium aromaticivorans DSM 12444,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Sphingomonadales;family:Sphingomonadaceae;genus:Novosphingobium;species:Novosphingobium aromaticivorans;,2310,5987,3225,846
326207228,fepA_iron,Metal Homeostasis,Iron,Transport,Novosphingobium nitrogenifigens DSM 19370,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Sphingomonadales;family:Sphingomonadaceae;genus:Novosphingobium;species:Novosphingobium nitrogenifigens;,,728,648,508
326385935,fepA_iron,Metal Homeostasis,Iron,Transport,Novosphingobium nitrogenifigens DSM 19370,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Sphingomonadales;family:Sphingomonadaceae;genus:Novosphingobium;species:Novosphingobium nitrogenifigens;,,657,1750,202
326387988,fepA_iron,Metal Homeostasis,Iron,Transport,Novosphingobium nitrogenifigens DSM 19370,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Sphingomonadales;family:Sphingomonadaceae;genus:Novosphingobium;species:Novosphingobium nitrogenifigens;,,1216,893,1728
334345377,fepA_iron,Metal Homeostasis,Iron,Transport,Sphingobium chlorophenolicum L-1,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Sphingomonadales;family:Sphingomonadaceae;genus:Sphingobium;species:Sphingobium chlorophenolicum;,2468,3599,6214,9017
334103550,fepA_iron,Metal Homeostasis,Iron,Transport,Sphingobium chlorophenolicum L-1,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Sphingomonadales;family:Sphingomonadaceae;genus:Sphingobium;species:Sphingobium chlorophenolicum;,,240,608,696
334343440,fepA_iron,Metal Homeostasis,Iron,Transport,Sphingobium chlorophenolicum L-1,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Sphingomonadales;family:Sphingomonadaceae;genus:Sphingobium;species:Sphingobium chlorophenolicum;,,408,,986
292676951,fepA_iron,Metal Homeostasis,Iron,Transport,Sphingobium japonicum UT26S,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Sphingomonadales;family:Sphingomonadaceae;genus:Sphingobium;species:Sphingobium japonicum;,919,4785,,217
292673445,fepA_iron,Metal Homeostasis,Iron,Transport,Sphingobium japonicum UT26S,superkingdom:Bacteria;phylum:Proteobacteria;class:Alphaproteobacteria;order:Sphingomonadales;family:Sphingomonadaceae;genus:Sphingobium;species:Sphingobium japonicum;,2756,2314,8232,9391
